Pengguna,Waktu,Ulasan
i*****s,"2025-04-05 02:24 | Variasi: SC-734,3 METER","Pengiriman cepat... Produk ok, bagus... Pesanan lengkap.... Terima kasih.."
,"2024-08-10 18:34 | Variasi: SC-733,3 METER",
s*****l,"2025-09-03 11:49 | Variasi: SC-732,3 METER","baru dua kali dipake, pas mau nyolokin lg malah keluar percikan api, ngeri konslet"
,"2023-06-28 15:39 | Variasi: SC-734,3 METER",bagus
,"2025-07-10 17:28 | Variasi: SC-732,3 METER",Meleleh kotor bagian colokan nya susah keras banget mau nyoloknya tapi lumayan lah harga 20.000 semoga aja awet aamiin
,"2025-05-06 10:28 | Variasi: SC-734,3 METER",Tokonya amanah sesuai pesanan
,"2025-07-16 11:49 | Variasi: SC-734,5 METER",Bahan kokoh dan sangat membantu...Semoga awet
1*****0,"2026-02-09 15:50 | Variasi: SC-735,5 METER","Bagus Tebal, Puas ,sesuai dg harganya ..."
,"2023-07-04 23:14 | Variasi: SC-733,3 METER",bagus
,"2025-11-13 16:20 | Variasi: SC-735,5 METER",God...
,"2025-05-10 10:47 | Variasi: SC-732,1.5 METER","Mantap sesuai pesanan,berfungsi dengan baik,makasih shopee"
g*****t,"2025-09-19 10:16 | Variasi: SC-734,10 METER","mengingat harganya yg murah 

mohon di perhatikan buat yg mau beli , memang colokanya ada buat ardenya , tapi isian kabelnya cuma 2 ( fasa / netral ) , tru di terminalnya juga gaada penghubung buat arde ( harus pake part lagi ) 

terminal ini gacocok buat di pake alat elektronik dg yg bodynya suka nyetrum"
,"2024-03-03 19:40 | Variasi: SC-733,10 METER",
,"2025-07-18 19:35 | Variasi: SC-734,5 METER",
,"2025-07-12 18:36 | Variasi: SC-733,1.5 METER",Okeee kondisi baik
w*****1,"2025-12-19 14:32 | Variasi: SC-734,3 METER","Barang diterima dengan baik, kondisi sesuai dengan deskripsi dan foto. Pengemasan rapi, pengiriman tepat waktu, dan penjual responsif. Secara keseluruhan transaksi berjalan lancar dan memuaskan."
,"2024-08-08 20:09 | Variasi: SC-735,5 METER",
r*****8,"2025-11-20 23:06 | Variasi: SC-733,5 METER","1 longgar, 1 pas, 1 seret..
Alhasil tak bongkar, dang pas semua..
Barang bagus, mantap, harga terjangkau, semoga awet"
,"2025-04-27 13:10 | Variasi: SC-732,5 METER",Biar bintang yang bicara
,"2025-11-16 09:18 | Variasi: SC-735,5 METER","Packing tdk pakai dus/box. Kedepannya alangkah baiknya untuk toko bisa lebih ditambah dus/box packingnya. Jgn lgsng bentukan ky gitu dibungkus buble wrap aja. Barang berfungsi, sesuai pesanan, pengiriman butuh waktu. Smga awet"
,"2025-05-11 21:54 | Variasi: SC-732,5 METER","Stop kontaknya berfungsi dengan baik, minusnya pas dibuka, ternyata kelihatan di video ada yg pecah di pegangan buat menggulung kabelnya."
s*****h,"2025-05-04 19:49 | Variasi: SC-734,3 METER",Barang sesuai dengan pesanan
,"2025-07-27 11:04 | Variasi: SC-735,10 METER","Ada bagian yang pecah ga tau karna apaa, berfungsi dengan baik lampu menyala pengiriman cepat."
,"2025-09-16 20:56 | Variasi: SC-734,3 METER",
i*****9,"2025-12-13 17:46 | Variasi: SC-734,5 METER","Tidak bisa dipasang dengan kencang, mudah lepas, jelek banget."
a*****a,"2025-10-07 05:29 | Variasi: SC-732,5 METER",
,"2025-06-19 14:42 | Variasi: SC-734,10 METER",
n*****7,"2025-12-21 21:27 | Variasi: SC-732,1.5 METER","lobang colokan nya agak longgar gitu jadi kadang masuk dan suka enggak pas kaya masuk enggak masuk gitu, but so far so good.

tapi emng tahu kualitas nya kaya gitu soalnya di tempat kerja juga pake merk yg sama dan problem nya sama masuk enggak masuk tapi harga terjangkau jadi enggak berharap lebih."
,"2025-05-26 11:49 | Variasi: SC-733,10 METER",
,"2024-03-29 19:04 | Variasi: SC-735,3 METER, SC-733,1.5 METER",
,"2024-02-20 12:00 | Variasi: SC-734,10 METER",
,"2025-05-15 13:05 | Variasi: SC-734,3 METER",
,"2025-05-07 15:05 | Variasi: SC-732,1.5 METER",
c*****9,"2025-06-21 17:16 | Variasi: SC-733,5 METER",Bgus
,"2025-07-30 19:45 | Variasi: SC-733,3 METER",
,"2025-01-11 05:00 | Variasi: SC-732,3 METER, SC-733,5 METER",
g*****i,"2026-02-05 13:08 | Variasi: SC-733 HITAM,5 METER","Tapi sayang co 5 meter yang datang 3 meter saja, jadi kurang panjang"
,"2025-04-20 20:31 | Variasi: SC-734,5 METER",
,"2026-03-30 06:48 | Variasi: SC-733,1.5 METER",
,"2024-10-24 18:15 | Variasi: SC-734,1.5 METER",bagusss
,"2025-05-25 12:16 | Variasi: SC-733,5 METER",Mantul
,"2025-11-30 05:23 | Variasi: SC-733,10 METER",Alhamdulilla saya sangat puas
,"2025-09-22 13:59 | Variasi: SC-735,10 METER",
,"2024-01-07 13:48 | Variasi: SC-734,10 METER","Pesennya 5 lubang, dikirim 4 lobang.. 🥺 gimana sih ya, enggak konfirmasi juga"
l*****s,"2024-06-29 13:49 | Variasi: SC-734,5 METER",
,"2025-11-09 18:12 | Variasi: SC-735,1.5 METER","Berfungsi dengan baik👍
Semoga aja awet

Mungkin di bagian packing bisa di perbaiki lagi"
,"2026-04-02 12:16 | Variasi: SC-732,5 METER",Menurutku ini bagus si..
,"2026-03-01 21:32 | Variasi: SC-732 HITAM,3 METER","Pesanan sdh sampai dg baik,cuma agak lama sampainya,jd gak bisa segera dipasang .makasih buat cahaya store,shopee dan mas kurirnya🙏"
,"2025-06-21 20:13 | Variasi: SC-734,5 METER","Sayangnya mesen yang 4lobang panjang 5m,, datangnya 4lobang 3m🤦‍♀️🤦‍♀️, coba lain kali dilihat dengan teliti ya"
m*****h,"2025-07-23 19:27 | Variasi: SC-734,5 METER",Berfungsi dengan baik dan sesuai dengan deskripsi. Barang nya bagus
,"2026-01-13 14:21 | Variasi: SC-733,5 METER",Sudah datang dan bagus cuman blom di coba aja.soalnya pesenan orang lain
f*****_,"2026-02-08 06:49 | Variasi: SC-733,3 METER","Lobang berfungsi semua selama beli hampir seminggu, semoga awet lama barangnya. Cuman gasampe 3 m ini keknya pendek bgt"
a*****4,"2026-03-04 10:22 | Variasi: SC-733,10 METER","Barang sesuai pesanan, kecepatan pengiriman baik"
,"2025-12-29 08:50 | Variasi: SC-732,5 METER","Semoga awet,tokonya amanah"
,"2023-07-30 15:23 | Variasi: SC-734,5 METER",So fast. Good quality
d*****p,"2026-02-20 23:33 | Variasi: SC-738 USB,5 METER","Barang rusak, tdk bs d gunakan, penjual ksh solusi yg sama sekali tidak ada gunanya, srh byr biaya ongkir pengembalian yg sdh sama dan bahkan melebihi hrg brg ini. Jangan beli di toko ini kalau kalian tidak mau bernasib Sama seperti sy"
,"2025-07-16 15:32 | Variasi: SC-734,3 METER",walaupun kurirnya salah nganter😭 jadi harus nyari dulu tapi kualitas oke
d*****_,"2026-01-28 17:18 | Variasi: SC-732,1.5 METER","semoga aja awet, terimakasih"
,"2025-07-07 17:19 | Variasi: SC-734,5 METER",Lubangnya masih rapet jadi susah buat dimasukin dan agak bau gosong sedikit gimana nih seller? Buat semua lubangnya bs berfungsi ya spt yang di video cuma memang agak susah untuk masuk kepala kabel
,"2023-07-20 09:40 | Variasi: SC-735,1.5 METER","Panjang tidak sesuai, beli panjang 1,5m ternyata cuma 1,2m."
y*****3,"2026-02-05 18:22 | Variasi: SC-735,5 METER",Jelek kualitasnya saklar nya gampang rusak kacau. Ini pembelian yang kedua kalinya. Udah bad quality sekarang
,"2025-12-31 15:17 | Variasi: SC-735,5 METER",baguss sesuai pesanan harganya juga sangat terjangkau
a*****s,"2023-08-09 19:05 | Variasi: SC-732,10 METER",Good banget
,"2025-12-11 18:32 | Variasi: SC-734,5 METER",Sesuai
n*****2,"2024-09-14 10:38 | Variasi: SC-734,10 METER",
,"2025-10-22 13:02 | Variasi: SC-733,3 METER",
,"2025-02-02 11:22 | Variasi: SC-734,3 METER",
,"2025-02-23 21:12 | Variasi: SC-734,5 METER, SC-734,3 METER",
t*****h,"2025-06-09 08:51 | Variasi: SC-735,5 METER",Barang sudah sampai sesuai dengan pesanan terima kasih banyak semoga berfungsi dan awet
,"2024-01-09 17:17 | Variasi: SC-732,10 METER","Pengiriman luamayan cepat, produk sudah diterima dengan baik"
,"2026-04-08 19:03 | Variasi: SC-733,3 METER","Alhamdulillah barangnya udah nyampe 
Masih ada 1 lagi pesanan... Masih di perjalanan"
a*****3,"2025-06-22 11:21 | Variasi: SC-734,1.5 METER",
,"2024-02-07 15:31 | Variasi: SC-735,5 METER",Bagus
,"2025-07-12 23:13 | Variasi: SC-734,3 METER",Paket sudah diterima. Isi paket sesuai. Packing juga aman. Kecepatan pengiriman ok. Tks seller
,"2025-11-19 07:18 | Variasi: SC-733,3 METER, SC-733,1.5 METER","Paket sudah datang, aga sedikit kecewa karna pesan yg satu lubang 4 tp d kirim lubang 3 dua"" nya, terus harusnya bayar 39 ribu tp sikurir minta baya 49 ribu, yg terima anak saya,  tp ok barang berfungsi dengan baik bisa d gunakan,"
,"2024-09-07 18:12 | Variasi: SC-734,3 METER",
,"2025-10-11 22:15 | Variasi: SC-732,1.5 METER","Recommended, murahnya kebangetan.... kualitas nya amazing"
,"2025-07-20 18:38 | Variasi: SC-735,1.5 METER","Pengiriman cepat dan aman, packing aman, sesuai pesanan, recommended"
,"2025-12-07 10:05 | Variasi: SC-734,5 METER",Bagus ada saklar nya jadi kalo ada apaapa tingal matiin dari saklar nya langsung
,"2023-09-05 16:30 | Variasi: SC-732,3 METER, SC-735,3 METER",
r*****5,"2025-07-31 09:18 | Variasi: SC-733,3 METER","cukup memuaskan lah, dan yg paling penting udh SNI"
,"2024-06-26 16:08 | Variasi: SC-733,10 METER, SC-733,5 METER",Alhamdulilah pesanan sudah mendarat tapi yg 10 m ada yg lecet.mungkin ini dari toko nya dan yg 5 m oke.semoga berfungsi dgn baik
c*****s,"2024-05-01 17:03 | Variasi: SC-735,1.5 METER","Seller responsif, packing baik, barang sesuai"
,"2025-10-27 18:12 | Variasi: SC-734,5 METER",rekomen banget
,"2025-11-19 23:25 | Variasi: SC-733,1.5 METER","kecewa. saat digoncang sudah bunyi, kaya ada part yg lepas didalam.. saat di coba, colokan kendur semua.. kecewa"
,"2026-03-09 17:58 | Variasi: SC-732,1.5 METER",Bagus murah harga nya juga
r*****p,"2025-05-03 17:48 | Variasi: SC-734,5 METER",
a*****s,"2023-10-26 04:23 | Variasi: SC-732,3 METER",
,"2024-08-29 18:11 | Variasi: SC-734,5 METER","salah kirim min, klo terminal mah bagus"
v*****a,"2025-06-05 20:08 | Variasi: SC-734,1.5 METER",
,"2026-02-05 19:54 | Variasi: SC-734 HITAM,5 METER","Tidak berfungsi tombol nyala, mau retur ribet. Lain kali tolong cek dulu coba dulu jgn kirim barang rusak"
z*****2,"2023-09-27 18:52 | Variasi: SC-734,1.5 METER",
u*****9,"2025-10-13 20:50 | Variasi: SC-734,5 METER","Beli yang 4 lubang, yang berfungsi hanya 1 lubang. Seharusnya sebelum dikirim dicek dulu kan. Semoga berkah deh jualannya."
,"2023-08-28 12:26 | Variasi: SC-733,10 METER",Paket sudah sampai dgn selamat Peking aman
h*****t,"2025-07-15 18:10 | Variasi: SC-735,3 METER",pengiriman cepat dan aman sampai tujuan
,"2025-04-05 22:20 | Variasi: SC-735,3 METER",
,"2025-07-28 12:58 | Variasi: SC-733,5 METER",Bagus simpel dan bisa langsung digunakan berguna banget buat kosan yang harus ringkes barangnya
,"2025-12-05 07:40 | Variasi: SC-733,3 METER","Udah sampai dengan aman,, ber fungsi semua colokan nya. Kabel nya jg tebel, udah di coba, cepat jg pengirimanya nya. Poko nya puas belanja di toko ini, mantap"
,"2025-01-25 17:50 | Variasi: SC-734,3 METER",Bagus semoga awet
r*****_,"2026-02-28 23:03 | Variasi: SC-733 HITAM,3 METER","Ok lah untuk harga murcek, elegan hitam"
j*****n,"2025-05-17 05:11 | Variasi: SC-733,3 METER",
,"2023-08-07 06:35 | Variasi: SC-732,3 METER",Bagus...next order lagi...
,"2025-04-17 16:22 | Variasi: SC-735,1.5 METER",TOP🥇👍🏻
,"2026-04-14 18:53 | Variasi: SC-732,1.5 METER",
m*****9,"2025-07-19 15:15 | Variasi: SC-734,3 METER",
j*****a,"2025-07-14 14:50 | Variasi: SC-733,5 METER","Paket satang sesuai pesanan, tapi waktu dicoba gabisa sama sekali dipake akhirnya harus diotak atik dulu baru bisa. Kapok deh beli disini:( lain kali dicoba dlu kak baru dikirim jd gabuat kecewa customer"
,"2025-11-05 18:02 | Variasi: SC-735,5 METER",
,"2026-02-05 12:02 | Variasi: SC-733,5 METER",
,"2026-02-15 14:36 | Variasi: SC-735,5 METER, SC-734,5 METER, SC-734,3 METER, ...","Barang yang datang kurang 1, paket datang dalam keadaan sudah rusak, tidak tau kesalahan di mananya apa dari pengiriman atau kurir, yang pasti paketnya tanpa dus, di packing apa adanya, cukup kecewa sih soalnya mau di jual lagi, tetap tak kasih bintang 5, dimohon untuk diperbaiki lagi untuk packingnya"
,"2025-05-02 19:21 | Variasi: SC-734,5 METER","Ok bagus tapi blm di coba,mudah2an aja awet"
m*****a,"2025-06-22 19:28 | Variasi: SC-733,10 METER",
p*****2,"2025-10-20 12:04 | Variasi: SC-735,3 METER",
0*****4,"2025-10-08 09:12 | Variasi: SC-734,10 METER","TOKO PENIPU BARANG TIDAK BERFUNGSI TIDAK ORRI JANGAN BELI DI TOKO INI BRAN DOANG SHOPE MALL TP PRODUK NYA ABAL
ABAL"
y*****a,"2025-07-20 18:00 | Variasi: SC-732,5 METER",
,"2025-10-26 16:09 | Variasi: SC-733,1.5 METER",Brg ny teal
m*****2,"2025-06-10 13:37 | Variasi: SC-733,3 METER",mantap
s*****4,"2025-05-04 16:33 | Variasi: SC-733,1.5 METER",Berfungsi dengan baik
a*****3,"2025-04-24 17:08 | Variasi: SC-735,3 METER",Semoga berfungsi dengan baik dan awet
,"2026-01-11 00:15 | Variasi: SC-734,10 METER",Makasih banyak kk❤️❤️❤️❤️
j*****4,"2025-06-08 22:57 | Variasi: SC-732,1.5 METER","Paket telah mendarat dengan selamat, udh di coba Alhamdulillah bisa. Packing lumayan sedeng ga tebel dan ga tipis. Pengiriman juga cepat (spx standard 2 hr). Terimakasih seller smg usahanya makin lancar 🙏🏻"
,"2026-04-05 16:35 | Variasi: SC-733 HITAM,3 METER, SC-732 HITAM,3 METER","pengiriman cepat, pengemasan rapi dan baik, barang sesuai pic, gratis ongkir pula. kedepannya  mau order lagi ka.terima  kasih"
,"2025-06-05 13:33 | Variasi: SC-733,5 METER",Bagus ⭐⭐⭐⭐⭐
,"2025-08-30 12:58 | Variasi: SC-733,5 METER",Material bagus tapi ga semua masuk dan cocok dibcolokin ke stop kontak ini
,"2025-05-17 18:06 | Variasi: SC-734,5 METER",Mantap
f*****a,"2023-06-13 19:35 | Variasi: SC-734,3 METER","Udah nunggu lama, terus pas udah nyampe pinggirnya pecah. Oke lah pecah kalo masih bisa di pake. Ini sama sekali gak bisa di pake lubangnya gak ada yang pas. KECEWA SERIUS DEH"
,"2026-02-27 18:11 | Variasi: SC-733,5 METER",
,"2024-08-20 18:09 | Variasi: SC-733,3 METER","Cahaya official store, barang terjamin asli, semoga awet tahan lama"
a*****m,"2026-02-10 06:31 | Variasi: SC-734 HITAM,1.5 METER",ada kualitas ada harga
,"2024-10-13 17:03 | Variasi: SC-735,10 METER",ok bgt
k*****r,"2024-09-19 09:08 | Variasi: SC-732,3 METER","Mio Yp
Mesin kering alus kaya tepung
Cvt aluss
pln stater lampu2 on semua
ban tubbles tebel depan belakang                               minus rem depan minyak nya abis                            2.2 Aja . motor siap pake terawat bukan mtr busuk"
y*****8,"2025-02-24 09:57 | Variasi: SC-733,3 METER",
,"2026-04-06 16:44 | Variasi: SC-734,5 METER","Sangat menyesal,tidak berfungsi"
,"2026-04-03 11:52 | Variasi: SC-735 HITAM,5 METER",
a*****1,"2025-12-07 21:24 | Variasi: SC-734,3 METER",
m*****1,"2024-11-18 10:55 | Variasi: SC-734,10 METER, SC-735,10 METER",Berfungsi dengan baik ges
d*****k,"2024-09-04 12:58 | Variasi: SC-735,5 METER",
h*****l,"2025-05-10 17:49 | Variasi: SC-733,1.5 METER",
,"2026-01-02 13:56 | Variasi: SC-733,5 METER",Pesanan sesuai dengan kebutuhan yang diinginkan barang berkualitas mantuuul harga terjangkau thanks bgtt buat seller y ma shopee jg
l*****i,"2025-08-22 07:56 | Variasi: SC-733,1.5 METER",
b*****i,"2025-07-25 18:10 | Variasi: SC-735,3 METER, SC-733,1.5 METER",berfungsi dgn baik semoga awet
,"2025-07-15 12:25 | Variasi: SC-734,10 METER",Sesuai pesanan dan mantap
,"2026-01-16 17:37 | Variasi: SC-734,3 METER",barang sesuai dan berfungsi terimakasih sudah amanah.
,"2025-04-27 02:52 | Variasi: SC-734,5 METER","Bagus,kbrl jg gede"
k*****i,"2024-10-15 18:54 | Variasi: SC-734,5 METER, SC-733,5 METER","Semoga awet, terima kasih Kak"
,"2025-04-12 10:31 | Variasi: SC-733,3 METER",
l*****i,"2025-09-03 16:16 | Variasi: SC-732,1.5 METER",Sudah 3x beli d toko ini.. barang bagus.. pengiriman cepat.. harga terjangkau.. terima kasih
,"2025-10-24 08:26 | Variasi: SC-735,5 METER","Barang yang dikirim tidak sesuai dengan yang dipesan, yg dipesan 5 lubang, yang datang 4 lubang, mohon dicek lgi sebelum dikirim ya min"
,"2023-12-13 22:57 | Variasi: SC-733,1.5 METER",Alhamdulillah paket udah diterima dengan baik dan benar sesuai dengan keinginan saya terimakasih
i*****h,"2026-04-01 08:48 | Variasi: SC-733,3 METER","Adm nya ramah sih pas bilang kalau stop kontak nya ga nyetrum . Nyala tapi ga nyetrum terus lubang colokannya itu kendor alhasil ga bisa di pake , di benerin harus keluar lg 10 buat bayar yg benerin hmm . Sekarang bisa di pake cuma kalau lg cas atau kipas angin colokan nya ke senggol suka mati soalnya kendor lubang nya itu ga pas . Padahal langganan banget beli cahaya"
,"2025-10-17 16:16 | Variasi: SC-733,5 METER",
a*****i,"2025-07-29 10:26 | Variasi: SC-735,3 METER",sudah sampai lama dan baru bisa kasih ulasan setelah dipakai dahulu
l*****7,"2025-06-26 00:05 | Variasi: SC-735,5 METER",Alhamdulillah sampe dengan aman nyala semua bagus barangnya
9*****0,"2026-02-06 13:01 | Variasi: SC-732 HITAM,1.5 METER","Pengiriman aman cuma katanya panjang 1,5 meter ternyata 1,2 meter"
,"2025-01-12 08:29 | Variasi: SC-733,5 METER",baru 2 minggunan dipake tapi tombol switchnya bermasalah.
,"2025-08-27 17:58 | Variasi: SC-732,5 METER",Contactor
,"2026-02-11 19:37 | Variasi: SC-735 HITAM,3 METER",
,"2025-11-16 18:31 | Variasi: SC-732,3 METER",Berfungsi dengan baik pengiriman cepat
a*****i,"2025-05-09 14:36 | Variasi: SC-734,5 METER",Bagus
,"2025-09-01 17:53 | Variasi: SC-732,5 METER",
d*****2,"2025-07-10 11:53 | Variasi: SC-735,3 METER",barang bagus dan berfungsi.. semoga awet..
t*****4,"2023-10-16 14:06 | Variasi: SC-733,10 METER",Packing aman dan rapih..pengiriman nya cepat.. Terimakasih seller.. Oke mantap keren top banget
a*****8,"2026-01-04 20:01 | Variasi: SC-732,1.5 METER","stop kontak berfungsi dengan baik, sampai dengan aman"
,"2023-10-05 14:51 | Variasi: SC-735,3 METER","Pengiriman cepat, harga murmer, kualitas barang ok.. semoga selalu amanah😊"
,"2025-10-16 20:13 | Variasi: SC-735,10 METER, SC-735,5 METER",Pesanan sudah diterima. Komplit. Kualitas baik. Harga juga oke
i*****8,"2025-09-02 19:10 | Variasi: SC-733,5 METER",dua kali pesen tidak mengecewakan aman terkendali
m*****3,"2025-05-29 11:18 | Variasi: SC-733,1.5 METER",kalo kamu mau kan ada mangkok bakso satu sama lain dan tidak ekonomis untuk proposal penelitian di berbagai tempat seperti peta alamat kantor kecamatan
,"2024-08-16 16:33 | Variasi: SC-733,3 METER",Mantap makasih sukses selalu buat tokonya 😍😍😍
,"2023-07-16 07:12 | Variasi: SC-733,5 METER",Aman bagus
s*****3,"2025-05-04 20:34 | Variasi: SC-734,3 METER","Barang rusak pas diterima. Kepala stop kontaknya patah satu dong 😭. Salahku juga main percaya dan gak bikin video unboxing. Soalnya lagi nerima 5 paket bersamaan, jadi lelah bikin video unboxing. Kupikir tokonya trusted karena ratingnya 4.8 dan udah belasan ribu review. Eh taunya pas aku cek lagi yg rating 1 jg banyak yg mengeluhkan hal serupa. Entah barang gak lolos QC dikirim ke pelanggan atau emang packing-nya gak safety. Chat penjual jg gak solutif. Maaf mulu kayak lagi lebaran 🥲😭. Kesannya cuma mau cuci tangan aja perkara gak ada video unboxing wkwk. Emang sih murah cuma 14ribuan. Tapi agak kesel karena perlu barangnya untuk dipakai segera 🫠😔."
,"2025-07-25 17:13 | Variasi: SC-734,5 METER",Barang udah sampai dan berfungsi dengan baik.mantsp
n*****i,"2025-01-04 08:10 | Variasi: SC-734,1.5 METER","Mantep, mana cuman bayar 9rb"
j*****o,"2025-08-30 16:54 | Variasi: SC-734,3 METER","Sebenernya ukuran panjang kabelnya tidak benar2 3 meter, lebih tepatnya 2,2 meter. Digabung sama colokannya pun masih 2,5 meter.
Sebaiknya diinfokan awal di deskripsi biar konsumen paham."
,"2026-04-11 07:27 | Variasi: SC-733 HITAM,3 METER",Berfungsi dengan baik
p*****2,"2025-06-21 15:28 | Variasi: SC-735,10 METER",
,"2024-06-25 17:19 | Variasi: SC-735,3 METER",Ok terimakasih barang mantap
,"2026-03-25 13:48 | Variasi: SC-735 HITAM,5 METER",Alhamdulillah paketnya sudah mendarat dengan selamat tanpa kendala dan berfungsi dengan baik semoga awet tahan lama 👍🏻👍🏻👍🏻👍🏻👍🏻
,"2025-06-18 17:54 | Variasi: SC-732,1.5 METER",
,"2025-04-19 16:12 | Variasi: SC-735,1.5 METER","Alhamdulillah paket sesuai,belum di coba,semoga awet"
d*****c,"2025-01-25 21:14 | Variasi: SC-735,10 METER",Mantap semoga barang awet
,"2025-09-18 12:27 | Variasi: SC-734,3 METER, SC-735,3 METER","Sudah dicoba, tanpa kendala 👍🏻👍🏻"
,"2025-11-15 08:59 | Variasi: SC-734,1.5 METER",
,"2025-08-14 07:52 | Variasi: SC-733,5 METER",Sesuai pesanan
,"2024-12-30 17:57 | Variasi: SC-734,3 METER, SC-734,1.5 METER",Makasih kak
,"2026-01-05 09:06 | Variasi: SC-738 USB,5 METER, SC-735,10 METER",
,"2026-01-30 07:26 | Variasi: SC-733,1.5 METER","Panjang kabel nya cuma 110 cm,
Yang harus nya 1,5 m"
,"2025-12-10 18:18 | Variasi: SC-735,5 METER",
,"2025-10-03 17:09 | Variasi: SC-733,1.5 METER",
,"2026-03-31 19:07 | Variasi: SC-733,5 METER",
,"2025-09-10 01:55 | Variasi: SC-735,5 METER",
,"2026-01-18 17:47 | Variasi: SC-732,5 METER",
,"2026-01-06 18:00 | Variasi: SC-733,10 METER, SC-732,5 METER, SC-732,1.5 METER",
,"2026-02-07 16:08 | Variasi: SC-732,3 METER",
,"2026-01-17 14:59 | Variasi: SC-733,5 METER",
,"2026-03-31 15:13 | Variasi: SC-733,5 METER",
,"2026-02-22 12:48 | Variasi: SC-734,1.5 METER",
,"2025-11-14 06:22 | Variasi: SC-734,1.5 METER",
