Ulasan,Kategori
Sdh sampai dgn selamat pengemasan sgt baik dan rapi... cuma pengemasan agak lama dah.. tp semuanya ok cukup memuaskan ..,Kecantikan
Pengiriman cepat dan gak banyak cincong.,Kecantikan
"Barang okeeeh, pengirimaaannya okeeeeh bangeet booos.....
Pengemasan supeeer okeeeh....thanks booos..........",Kecantikan
Packing rapih dan safety...hanya di pengemasan nya saja yang lama...saya order tgl 8 Agustus di kirim tgl 11 Agustus....barang di jamin ORI karena dari official nya langsung...tingkatkan lagi,Kecantikan
"Udh cocok pake ini,drng sesuai pesanan makasi",Kecantikan
"bajunya bagus sesuai harga,lumayan buat sehari2, dapat harga 68rb dua baju",Kecantikan
"Pengiriman cepat, harga dapat potongan voucher, produk original, thx",Kecantikan
Semua product oLay emang the best....,Kecantikan
"udah berkali kali pesen disini, produknyaaa originallll bangetttttttt hihiii thankyouu seller🤗🤗",Kecantikan
"Pengemasan cepet,pengiriman cepet... barang original...pokonya toko ini recomended bangeetttt. Thanks y next order lg...",Kecantikan
mantap sekali recomended suka banget packing oke pengiriman oke bnahettt,Kecantikan
"Sabunnya cocok dimuka,kmrn nyoba yg kecil skr beli yg besar,packing rapi,pengiriman cepat banget,tq seller,sering2 diskon ya olay",Kecantikan
"paket sdh di terima..
dapet hrg flassale😁
terima kasih..",Kecantikan
"Produk cepet banget sampenya. Barang original jugaa, semoga cocok dimuka aku.",Kecantikan
"Akhirnya barangnya sampe juga, produk original
Semoga cocok pake inj
Thankyou seller....",Kecantikan
"Bagus banget olay foaming cleansernya, udah pakai lama sekali produk ini.. Top d. 👍👍👍",Kecantikan
"Produk original, lumayan 100g dapat harga segitu. Produk cepat sampai. Belum dicoba. Semoga aman di kulit. Kemasannya tanpa kotak.",Kecantikan
Pengiriman cepat,Kecantikan
"Kualitas produk sangat baik, harga produk sangat baik, kecepatan pengiriman sangat baik",Kecantikan
Kualitas produk sangat baik. Kecepatan pengiriman sangat baik,Kecantikan
"produk original. kecepatan pengiriman sangat baik, sesuai pesanan. respon penjual juga baik... harga sangat terjangkau... terimakasih kak....",Kecantikan
"Terimakasih pesanan sudah datang dan di terima dengan baik, pengemasannya juga sangat baik.
Terimakasih.",Kecantikan
"Produk original pengiriman cepat....
Ga tau ini yg ke   berapa  kalinya saking seringnya belanja disini....
Saya suka....sukses ya",Kecantikan
"Produk Oke
Pengiriman oke
Semoga cocok di muka
Siiipp",Kecantikan
Alhamdulillah.........paket sudah tiba dengan selamat dan pengiriman juga super supet cepat...............makasih shopee..............,Kecantikan
"Utk perawatan wajah dalam segala bentuk pagi siang malam, cuci muka dan bersihkan agar tdk berjerawat",Kecantikan
"Barang baguss originall,,, alhamdulillah dapat harga promo 🤩🤩 cuman kemasan kurang bagus kardusnya penyok dan di bungkus sekedarnya.. Tp Alhamdulullah jg produknya msh utuh... Makasih shopee",Kecantikan
Baru pertama kali pake foam yg total effects semoga cocok,Kecantikan
"Produk sampai dengan aman. Barang yang dikirim juga lengkap. Tidak ada barang yang cacat walaupun pas sampai, produknya bengkok sedikit tapi ga ada masalah. Pengiriman cepat dan pelayanan penjual jg bagus. Sudah berkali kali beli di sini👍🏼👍🏼👍🏼👍🏼👍🏼",Kecantikan
Alhamdulillah... Paketannya udah nyampe dengan selamat... Semoga cocok 😍,Kecantikan
Barang udah diterima dengan baik dan bagus packing rapi barang ori senang dan suka mudah mudahan jadi langganan ya seller lain kali..,Kecantikan
"Pengemasan cepat...
Pengiriman cepat...
Barang aman...
Packing bagus...
Recomended lah...😍😍😍",Kecantikan
"Thanks banget kak, pengiriman sangat cepat produk  original",Kecantikan
Mantap 👍,Kecantikan
Barangnya sudah diterima dengan baik packingnya rapi dan pengirimannya juga cepat terima kasih,Kecantikan
"Pesen tanggal 2, dikirim tanggal 4, sampenya tanggal 8. Ada beberapa kemasan yang rusak tapi produk aman",Kecantikan
"Pengiriman cepat, respon baik sesuai pesanan",Kecantikan
Barang sdh sampai dgn selamat dan mantap.cepat sampaix.,Kecantikan
"Sudah cocok, sudah nyaman di kulit, tapi mungkin ini terakhir kalinya pesan produk olay 🥲",Kecantikan
Bungkus nya rapi,Kecantikan
Alhamdulillah... Luar biasa Promonya 11.11 ... Dapet harga murah dengan barang yang oke.. exp masih lamaaa.... Seneng banget.. Terima kasih.....,Kecantikan
"Kualitas produk sangat baik
Produk original
Harga produk sangat baik",Kecantikan
Packingnyaa rapihhhhh. Pengirimannya super cepetttt. Barangnyaa juga ori dann dalam keadaann baikkk. Recommended bgt bebbbb,Kecantikan
Saat cepat pengiriman barang aman the best dah...pokok ya tko inj,Kecantikan
"Pesanan sudah diterima, produk sesuai pesanan, maaf bukan foto asli produk soalnya pesanan teman.  P&G slalu the best 🤗
Terimakasih",Kecantikan
Barang oke... Pengiriman dibilang po tapi masih cepat ga sampai seminggu.. harga juara murahnya expired masih lama jd B's buat stock. Dapat gratisan ini pulak... Kerennn sering2.. butuh eye cream nih tapi mantengin diskon hehe,Kecantikan
Pake ini sudah 5 tahun jadi gak usah di review produknya y karena sdh pasti cocok,Kecantikan
Udah cocok banget pake olay dari dulu. Thanks seller dan shopee,Kecantikan
"keracunan review yutuber
yang bilang kalo pake ini ga akan keliatan sekejap besok udah ga keriput
tapi 5 atau 10 tahun kemudian
mudah2an cocok dan ga kegoda lagi dengan yang lain
huhu
dan ini worthed banget buat pake usia 27 lah yah, karna menuju2 30 yang makin keriput deket mata haha",Kecantikan
"Barang diterima dengan baik, cuman pengirimannya agak lama. Mungkin dikarenakan adamya aturan PSBB.",Kecantikan
Produk baik. Pengemasan dan pengiriman cepet bgt. Makasih ya..,Kecantikan
Ini toko langganan aku banget utk produk olay.. trs memberikan pelayanan dan harga terbaik ya.. sukses buat seller.🙏👍👍,Kecantikan
"Hore sampenya cepet, makasih official p&g. Saya sdh pakai olay total effect sejak sy umur 29 dan skrg umur saya 40.",Kecantikan
"Dpet hrga murah, udh langganan dsini aplgi dpt hrga diskon",Kecantikan
"Alhamdulillah ppaket akhirnya sampai juga,komplit,thankyou thankyou",Kecantikan
Barang sudah diterima dengan baik produk original pengiriman cepat seller amanah sukses selalu,Kecantikan
"Untuk sabun muka baru nyoba ini jd blm tau hasilx ,smoga cocok",Kecantikan
"Beli produk untuk kedua kalinya, Alhamdulillah aku cocok pake olay.",Kecantikan
"Packing rapi, pengiriman cepat, kadaluarsa juga masih panjang",Kecantikan
Melengkapi perawatan anti aging untuk dapat hasil yg lebih memuaskan dan cocok 😍😍😍,Kecantikan
"mumpung lg promo 11.11. nyetok si produk olay ini maksih shopee,packingnya rapih, pake buble jg terjamin kualitasnya,penanganya mantul👍👍👍👍👍👍👍👍👍👌👌👌👌👌👌👌👌👌",Kecantikan
"Mantaaapp
pengiriman cepat dan aman banget
penjual juga fast respon dan ramah
produk orii terpercaya dan harga sering diskon banyak P&G😘
oke pokoknya👍👍👍",Kecantikan
"Paket aku sudah sampai
Harganya oke
Pengiriman cepat",Kecantikan
"Suka harga murah meriah. 
Pengiriman cepat",Kecantikan
"Kalau ada paket hemat sy mau lagi ya ^•^ packing rapi, pengiriman cepat. Kalau kualitas belum tau karena baru pertama beli. Tapi kenapa cleansernya cair ? Biasanya cleanser seperti odol. Apakah ini produk reject ?",Kecantikan
Produk original. Asli. Dikemas dngan baik. Jadi barang tidak rusak. Tp kotaky aja yg penyok,Kecantikan
Terima kasih banyak...barang sudah di terima...barang ori ...makasih seller..sukses yaa👍👍😍😍,Kecantikan
"Terima kasih barang sudah diterima dengan lengkap dan dalam kondisi bagus.. 
Pesen untuk yg ketiga kalibya dan alhamdulillah selalu memuaskan gx pernah kecewa.. 
Btw terima ksih juga delivery nya cepet bgt.. 
Terima kasih",Kecantikan
Olay.. Olay.. Makasih barang sampai dgn selamat. Smoga tambah laris maniisss,Kecantikan
"Fw favorite!!! Udh nyaman pake ini, udah pake setahunan. Penasaran sih sama fw yg merah karna ada exfoliatenya, tapi ini lembut bgt buat sehari2 aku suka dan ga bikin kering",Kecantikan
Kualitas produk sangat baik. Kecepatan pengiriman cepat. Thanks P&G,Kecantikan
"Tumben ya lama2 banget pengiriman nya...
Alhamdulillah dapat diskon juga.terima kasih",Kecantikan
"Cepet banget nyampe nya padahal dr bali, tp 2 hari nyampek.",Kecantikan
"Paketnya sampe dengan selamat,  barang ny semoga aja bagus dan cocok.
Cepet bersih dan memutihkan",Kecantikan
produk sesuai deskripsi. pesan banyak produk berat berat di 3 seller berbeda semua packing dan delivery dihandle shopee. packing dijadikan 1 dalam 1 kardus shopee tipis alhasil sampai di rumah kardus sudah jebol ga karuan.,Kecantikan
Pengiriman cepatt.. packing aman.. thank youuuu,Kecantikan
Bersih maksimal pakai produk ini gak gatal atau iritasi di wajah,Kecantikan
"Packing rapi, pengiriman cepat, harga terjangkau, terimakasih seller☺",Kecantikan
"Packing aman dengan bubble wrap dan box, walaupun hanya beli 1 produk
Kecepatan pengiriman baik, standart ekspedisi
Expired nya masih lama banget sampai 2023
Produk sudah pasti original karena dari P&G",Kecantikan
"Terimakasih buat sophee, sudah membantu saya mmbelikan ini semua tanpa harus keluar rumah. Dan semuanya barang original tanpa khawatir. Dan semoga memakai olay ini, kulit wajah saya makin lebih baik lagi. Dan kalo emang cocok, pastinya saya akan beli lagi dan berlangganan disini.",Kecantikan
"Pengemasan cepat dan rapih , produk bagus ,
Saya cocok pake produknya",Kecantikan
Selalu puas belanja disini makasih p&g dan shoope dapet harga murah lgi,Kecantikan
Thank yooouuu paketnya sudah sampai ❤❤❤❤❤,Kecantikan
"Kualitas produk sangat baik, sudah pasti asli karena dari official store ok punya pengiriman juga sangat cepat top pokoknya",Kecantikan
Cocok pake ini diskonnya banyakin dong masa sama offline store,Kecantikan
"Mantep banget kalau Shopee mall packingnya, habis itu dapet flash sale, tambah puas aja, mantap",Kecantikan
Received with good condition.. expiration date is on 2020..,Kecantikan
"Produk original
Harga produk sangat baik
Kecepatan pengiriman baik",Kecantikan
"Packingnya ok, sangat aman, pengirimannya juga cepat, olay skincarenya bagus, wajah menjadi bersih, fresh, sangat cocok untuk kulit wajah saya, respon seller ok banget🙏",Kecantikan
"Kalau beli d shopee mall ga perlu ragu2 lg, produk pasti asli, packing memuaskan. Terima kasih ya",Kecantikan
Selalu pake ini...klo pake produk merk yg lainnya kadang muncul jerawat,Kecantikan
"Pesen kemaren, tadi siang udah sampe. Kemasan ganti dong, lama2 ngeletek, nempel ke tangan, payah. Makasih sellerrrr",Kecantikan
Sabun muka ny enak di pake n membersihkan menyeluruh,Kecantikan
"Pengiriman cepat,sesuai dengan pesanan,udah jadi langganan buat beli produk olay.toko nya recommended banget.Pengiriman cepat,sesuai dengan pesanan,udah jadi langganan buat beli produk olay.toko nya recommended banget.Pengiriman cepat,sesuai dengan pesanan,udah jadi langganan buat beli produk olay.t",Kecantikan
"Produk sesuai dengan deskripsi, kwalitas baik. Response seller sangat baik dan pengiriman juga sangat cepat dan sangat rapi dengan bubble wrap dan dus di luar nya. Recommended seller!!",Kecantikan
"Selalu facial foam nya Olay karena Thebest 💙
Tapi sayang lagi ga ada promo/cashback di 3.3 🥲",Kecantikan
"Alhamdulillah, lengkap.. cepett bnget nyampenya.. terimakasih.... murah pulaa dapet diskonan... makasih",Kecantikan
"Udah diskon + Cashback 50% .
Luar biasa shopee, semoga cocok",Kecantikan
"Lebih murah dibanding toko2, thankyouu seller",Kecantikan
"packingnya aman,harganya diskonan dan murah murah.......",Kecantikan
Pesen kemarin terus chat sama penjualnya minta dicepetin karena mau mudik ehh besoknya langsung Dateng makasih banyak seller barang nya juga aman karena pake bublewrap nya tebel.,Kecantikan
DPTKAN UNLIMITED WA FB IG LINE Music&Games utk 30hr dg beli Paket COMBO SAKTI mulai dr Rp90Rb & Kuota mulai dr 22GB di *363# Outlet atau tsel.me/combo1 skrg jg!,Kecantikan
Udh 10thn pkai ok sih,Kecantikan
"Produk sesuai. Pengemasan baik, pengiriman oke. Mantap.. 👍🏻",Kecantikan
Sudah langgana sekali belanja olay disini dan kebeneran aku daper harga promo 11.11 murahnya pake banget. Terima kasih P&G dan Shopee.,Kecantikan
"Kalau aku sih selalu pakai ini, cocok di muka aku, makin hari maki cerah",Kecantikan
"Pengiriman cepat,,produk original,,harga promo..trima kasih",Kecantikan
"Semoga cocok, baru nyoba produk olay",Kecantikan
"Alhamdulillah nyampe juga barang nya, sempat takut juga sih kemaren gk sampai sebelum lebaran, alhamdulillah sampai juga, dan bisa dipakai sebelum hari raya, makasih olay sudah memberikan yang terbaik dan kasih gift yg berguna, meskipun gk tau cara menggunakan magnetic infuser nya,hehehe",Kecantikan
Terimakasih paket sdh diterima moga cocok dan kpn kpn pesan lg,Kecantikan
"Syuuukkkaaa sekaleeee, produk sampai dengan baik, baru pertama kali beli dan mencoba produk ini semoga cocok kemudian bisa menjadi toko langganan tapi pengiriman sedikit lama mohon lebih ditingkatkan lagi selebihnya Mantul❤",Kecantikan
Sabun muka yang paling cocok bertahun2 di muka saya. Makasih untuk harga salenya PnG.,Kecantikan
Cleanser no.1 terbaik,Kecantikan
Udah sering beli disini jd pasti aman dan asli....pengirimannya juga cepet....,Kecantikan
Pake serangkaian produk olay nih.. mudah2an cocok terus.. 😁,Kecantikan
Manta bikin kulit wajah semakin cerah dan terlihat segar..,Kecantikan
Enak...lembut...bagus ..,Kecantikan
Pengiriman cepat packing rapi dengan bubblewrap dan kardus,Kecantikan
Pas beli lagi diskon gede bgt..mayan hemat bgt..td nya mau beli ditoko lain krn disini msh harga 40an..eh rezeki turun dong..,Kecantikan
Cepat sekali batang sampai...trimksh seller...mantaapp...,Kecantikan
"Produk original, mudah mudahan cocok di kulit aku soalnya baru pertama coba pakai produk ini",Kecantikan
Pokok nya aku ketagihan beli olay di shopee top markotop bangey pokok nya,Kecantikan
"Pembelian kedua di shoope ✌🛍
Pesen hr sabtu, hari senin udah sampai ditangan
Bisa terus terusan beli di shoope ini sihh kalau semudah dan secepat itu 😆",Kecantikan
"Pembelian kedua, busanya lembut banget...",Kecantikan
"Barang diterima oke, exp masih lama, dibungkus rapi",Kecantikan
"Pencuci muka yang biasanya aku pake, kalo buat kemana2 bwa yg kecil. Yg ukuran 100gr buat dirumah aja.",Kecantikan
Alhamdulillah sudah sampai..cepet bgt pesen tadi pagi malem udah nyampe..top bgt dah👍👍,Kecantikan
"Produk sesuai. Harga oke karena pas promo, pengiriman baik.",Kecantikan
Dari dulu saya sudah pake olay muka saya cocok dengan prodaknya kemasannya juga pake scrab di jamin aman,Kecantikan
"Kualitas produk baik
Pengiriman cepat
Harga terjangkau
Produk original",Kecantikan
"Lagi ada promo ni harganya murah bgt,, sangat puas sekali 😍.",Kecantikan
Baru pertama kali mau pakai produk ini semoga cocok lumayan banyak promo disini jadi beli2 yg menarik perhatian,Kecantikan
Barang ori.packing mantab.pelayanan ramah.pengiriman cepat.harga murah,Kecantikan
"Pesan malam, siang nya udah sampai, seperti biasa selalu puaaaaas.
Thank youuuuuuu 🙏",Kecantikan
Sabun mukanya jiga enak banget pokoknya top dah olay,Kecantikan
Sesuai pesanan. Pengemasan rapi. Pengiriman cepat. Sudah dipakai. Baik.,Kecantikan
"Expired 2022, packing aman, produk original, pengiriman cepat.",Kecantikan
"Wanginya enakk,, ga bikin mukaaa setelah pemakaiannnnnnn",Kecantikan
"Pengiriman nya super cepat, suka belanja disini,makasih ...",Kecantikan
Landing dengan baik,Kecantikan
"Pengiriman sangat cepat dan barang sesuai , manttaappppp...",Kecantikan
Barang sudah samapi dengan selamt thankyou selllerrrrrrrr,Kecantikan
"Barang nya sesuai pesanan,, semoga cocok di pakainya,, terima kasih",Kecantikan
"Produk original
Expired masih lama
Service cepat
Pengiriman top",Kecantikan
"Rekom sekali belanja disini, terima kasih kak.... Pengirimannya juga cepat bgt",Kecantikan
Produk sangat bagus semoga cocok untuk saya semoga bs dapat kulit seperti yg saya inginkan,Kecantikan
"Kemaren sudah order Olay yang total efek... Cocok sih wajah jadi lebih bersih dan kenyal
Terimakasih seller",Kecantikan
"Terimakasih kakak paketnya sudah datang... Harga nya juga pas, pertahankan trus ya kak pelayanan yang baguuss..😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊",Kecantikan
Semoga cocok,Kecantikan
Produk original dan sesuai dengan pesanan.,Kecantikan
packing aman banget...expired lama...harga lumayan...flashsale,Kecantikan
"Baru pembelian ke 2, yg pertama beli sepaket. 3 bulan baru facial foam nya yg habis, yg Latin masih awet. Mantap.",Kecantikan
25rebu ayo goyang jigo jangan cuma kepo. Kita goyang 25 25 kita goyang 25 25,Kecantikan
"Pengemasan oke,
Pengiriman cepat,
Dan udh pasti harga murah dan bersahabat, dan original yahh guys
Udh brp kali beli d sini sllu memuaskan ga pernah mengecewakan, thx",Kecantikan
Lg murah ditambahn pakai poin tambah murahhh makasih shopeeee.,Kecantikan
Udah ke berapa kalinya pake produk ini.. cocok..bikin kulit ga kering..ga berminyak. Harga sih standard...nuhun shopee..nuhun seller..nuhun abang kurir,Kecantikan
Produk sudah diterima dengan aman.. memang pake serangkaian olay mudah2an cocok.. 😁,Kecantikan
"Pemakaian pertama cocok, skrang order lagi. Pengiriman cepat banget",Kecantikan
